0.01	0.01	0.63
0.02	0.01	0.68
0.03	0.01	0.71
0.04	0.01	0.75
0.05	0.01	0.79
0.06	0.01	0.85
0.07	0.01	0.90
0.08	0.02	0.94
0.09	0.02	0.99
0.10	0.02	1.03
0.11	0.02	1.04
0.12	0.02	1.07
0.13	0.02	1.11
0.14	0.02	1.14
0.15	0.02	1.17
0.16	0.02	1.20
0.17	0.02	1.24
0.18	0.02	1.27
0.19	0.02	1.28
0.20	0.03	1.33
0.21	0.03	1.38
0.22	0.03	1.43
0.23	0.03	1.47
0.24	0.03	1.55
0.25	0.03	1.65
0.26	0.03	1.68
0.27	0.03	1.70
0.28	0.03	1.75
0.29	0.03	1.83
0.30	0.03	1.89
0.31	0.03	1.92
0.32	0.04	1.96
0.33	0.04	2.01
0.34	0.04	2.03
0.35	0.04	2.06
0.36	0.04	2.12
0.37	0.04	2.16
0.38	0.04	2.17
0.39	0.04	2.20
0.40	0.04	2.26
0.41	0.04	2.30
0.42	0.04	2.32
0.43	0.04	2.34
0.44	0.05	2.39
0.45	0.05	2.48
0.46	0.05	2.54
0.47	0.05	2.56
0.48	0.05	2.59
0.49	0.05	2.59
0.50	0.05	2.54
0.51	0.05	2.48
0.52	0.05	2.47
0.53	0.05	2.49
0.54	0.05	2.52
0.55	0.05	2.58
0.56	0.06	2.66
0.57	0.06	2.75
0.58	0.06	2.83
0.59	0.06	2.91
0.60	0.06	2.94
0.61	0.06	2.95
0.62	0.06	2.96
0.63	0.06	2.95
0.64	0.06	2.93
0.65	0.06	2.89
0.66	0.06	2.88
0.67	0.06	2.91
0.68	0.07	2.97
0.69	0.07	3.03
0.70	0.07	3.07
0.71	0.07	3.13
0.72	0.07	3.15
0.73	0.07	3.16
0.74	0.07	3.23
0.75	0.07	3.25
0.76	0.07	3.25
0.77	0.07	3.28
0.78	0.07	3.29
0.79	0.07	3.30
0.80	0.08	3.30
0.81	0.08	3.29
0.82	0.08	3.33
0.83	0.08	3.39
0.84	0.08	3.42
0.85	0.08	3.50
0.86	0.08	3.63
0.87	0.08	3.73
0.88	0.08	3.73
0.89	0.08	3.71
0.90	0.08	3.71
0.91	0.08	3.73
0.92	0.09	3.76
0.93	0.09	3.78
0.94	0.09	3.81
0.95	0.09	3.87
0.96	0.09	3.93
0.97	0.09	3.96
0.98	0.09	4.00
0.99	0.09	4.07
1.00	0.09	4.11
1.01	0.09	4.13
1.02	0.09	4.17
1.03	0.09	4.22
1.04	0.10	4.28
1.05	0.10	4.33
1.06	0.10	4.40
1.07	0.10	4.45
1.08	0.10	4.50
1.09	0.10	4.56
1.10	0.10	4.63
1.11	0.10	4.73
1.12	0.10	4.79
1.13	0.10	4.83
