0.01	0.01	3.23
0.02	0.01	3.49
0.03	0.01	3.80
0.04	0.01	4.07
0.05	0.01	4.31
0.06	0.01	4.47
0.07	0.01	4.30
0.08	0.01	3.98
0.09	0.02	3.90
0.10	0.02	4.02
0.11	0.02	4.18
0.12	0.02	4.21
0.13	0.02	4.23
0.14	0.02	4.29
0.15	0.02	4.31
0.16	0.02	4.32
0.17	0.02	4.32
0.18	0.02	4.32
0.19	0.02	4.30
0.20	0.02	4.28
0.21	0.03	4.27
0.22	0.03	4.29
0.23	0.03	4.31
0.24	0.03	4.30
0.25	0.03	4.30
0.26	0.03	4.32
0.27	0.03	4.36
0.28	0.03	4.36
0.29	0.03	4.42
0.30	0.03	4.42
0.31	0.03	4.39
0.32	0.03	4.41
0.33	0.04	4.41
0.34	0.04	4.40
0.35	0.04	4.36
0.36	0.04	4.36
0.37	0.04	4.35
0.38	0.04	4.33
0.39	0.04	4.36
0.40	0.04	4.33
0.41	0.04	4.32
0.42	0.04	4.33
0.43	0.04	4.33
0.44	0.04	4.31
0.45	0.05	4.32
0.46	0.05	4.34
0.47	0.05	4.32
0.48	0.05	4.31
0.49	0.05	4.31
0.50	0.05	4.32
0.51	0.05	4.31
0.52	0.05	4.34
0.53	0.05	4.47
0.54	0.05	4.64
0.55	0.05	4.83
0.56	0.05	5.00
0.57	0.06	5.15
0.58	0.06	5.22
0.59	0.06	5.21
0.60	0.06	5.23
0.61	0.06	5.24
0.62	0.06	5.21
0.63	0.06	5.19
0.64	0.06	5.13
0.65	0.06	5.10
0.66	0.06	5.10
0.67	0.06	5.07
0.68	0.06	5.09
0.69	0.07	5.06
0.70	0.07	5.02
0.71	0.07	4.98
0.72	0.07	4.97
0.73	0.07	5.00
0.74	0.07	5.01
0.75	0.07	5.03
0.76	0.07	4.98
0.77	0.07	4.93
0.78	0.07	4.94
0.79	0.07	4.97
0.80	0.07	4.95
0.81	0.08	4.96
0.82	0.08	4.97
0.83	0.08	4.97
0.84	0.08	4.97
0.85	0.08	4.93
0.86	0.08	4.97
0.87	0.08	4.98
0.88	0.08	4.95
0.89	0.08	4.94
0.90	0.08	4.94
0.91	0.08	4.95
