0.01	0.01	0.54
0.02	0.01	0.59
0.03	0.01	0.65
0.04	0.01	0.67
0.05	0.01	0.70
0.06	0.01	0.75
0.07	0.01	0.82
0.08	0.02	0.85
0.09	0.02	0.89
0.10	0.02	0.92
0.11	0.02	0.97
0.12	0.02	1.02
0.13	0.02	1.04
0.14	0.02	1.07
0.15	0.02	1.09
0.16	0.02	1.11
0.17	0.02	1.15
0.18	0.02	1.18
0.19	0.02	1.21
0.20	0.03	1.27
0.21	0.03	1.34
0.22	0.03	1.38
0.23	0.03	1.44
0.24	0.03	1.49
0.25	0.03	1.54
0.26	0.03	1.59
0.27	0.03	1.62
0.28	0.03	1.66
0.29	0.03	1.75
0.30	0.03	1.86
0.31	0.03	1.92
0.32	0.04	1.96
0.33	0.04	2.04
0.34	0.04	2.09
0.35	0.04	2.13
0.36	0.04	2.17
0.37	0.04	2.23
0.38	0.04	2.30
0.39	0.04	2.37
0.40	0.04	2.40
0.41	0.04	2.46
0.42	0.04	2.52
0.43	0.04	2.57
0.44	0.05	2.66
0.45	0.05	2.72
0.46	0.05	2.78
0.47	0.05	2.82
0.48	0.05	2.86
0.49	0.05	2.92
0.50	0.05	2.96
0.51	0.05	2.99
0.52	0.05	3.07
0.53	0.05	3.16
0.54	0.05	3.25
0.55	0.05	3.33
0.56	0.06	3.41
0.57	0.06	3.49
0.58	0.06	3.59
0.59	0.06	3.67
0.60	0.06	3.72
0.61	0.06	3.81
0.62	0.06	3.90
0.63	0.06	3.98
0.64	0.06	4.09
0.65	0.06	4.20
0.66	0.06	4.30
0.67	0.06	4.41
0.68	0.07	4.56
0.69	0.07	4.69
0.70	0.07	4.81
0.71	0.07	4.95
0.72	0.07	5.08
0.73	0.07	5.21
0.74	0.07	5.28
0.75	0.07	5.36
0.76	0.07	5.45
0.77	0.07	5.56
0.78	0.07	5.70
0.79	0.07	5.80
0.80	0.08	5.92
0.81	0.08	6.10
0.82	0.08	6.25
0.83	0.08	6.39
0.84	0.08	6.55
0.85	0.08	6.68
0.86	0.08	6.76
0.87	0.08	6.86
0.88	0.08	6.97
0.89	0.08	7.05
0.90	0.08	7.16
0.91	0.08	7.28
0.92	0.09	7.43
0.93	0.09	7.58
0.94	0.09	7.69
0.95	0.09	7.80
0.96	0.09	7.93
0.97	0.09	8.01
0.98	0.09	8.05
0.99	0.09	8.09
1.00	0.09	8.13
1.01	0.09	8.18
1.02	0.09	8.30
1.03	0.09	8.47
1.04	0.10	8.63
1.05	0.10	8.79
1.06	0.10	8.94
1.07	0.10	9.07
1.08	0.10	9.20
1.09	0.10	9.26
1.10	0.10	9.31
1.11	0.10	9.39
1.12	0.10	9.42
1.13	0.10	9.47
1.14	0.10	9.58
1.15	0.10	9.70
1.16	0.11	9.80
1.17	0.11	9.90
1.18	0.11	10.03
1.19	0.11	10.13
1.20	0.11	10.21
1.21	0.11	10.19
1.22	0.11	10.10
1.23	0.11	10.03
1.24	0.11	9.98
1.25	0.11	9.99
1.26	0.11	10.08
1.27	0.11	10.15
1.28	0.12	10.15
1.29	0.12	10.17
1.30	0.12	10.20
1.31	0.12	10.22
1.32	0.12	10.25
1.33	0.12	10.28
1.34	0.12	10.28
1.35	0.12	10.27
1.36	0.12	10.26
1.37	0.12	10.26
1.38	0.12	10.26
1.39	0.12	10.30
1.40	0.13	10.31
1.41	0.13	10.27
1.42	0.13	10.26
1.43	0.13	10.26
1.44	0.13	10.24
1.45	0.13	10.22
1.46	0.13	10.23
1.47	0.13	10.22
1.48	0.13	10.20
1.49	0.13	10.20
1.50	0.13	10.18
1.51	0.13	10.19
1.52	0.14	10.24
1.53	0.14	10.25
1.54	0.14	10.25
1.55	0.14	10.26
1.56	0.14	10.23
1.57	0.14	10.24
1.58	0.14	10.24
1.59	0.14	10.24
1.60	0.14	10.24
1.61	0.14	10.26
1.62	0.14	10.27
1.63	0.14	10.27
1.64	0.15	10.30
1.65	0.15	10.33
1.66	0.15	10.30
1.67	0.15	10.31
1.68	0.15	10.35
1.69	0.15	10.34
1.70	0.15	10.34
1.71	0.15	10.31
1.72	0.15	10.26
1.73	0.15	10.25
1.74	0.15	10.24
1.75	0.15	10.24
1.76	0.16	10.28
1.77	0.16	10.30
1.78	0.16	10.30
1.79	0.16	10.31
1.80	0.16	10.33
1.81	0.16	10.34
1.82	0.16	10.33
1.83	0.16	10.32
1.84	0.16	10.30
1.85	0.16	10.28
1.86	0.16	10.27
1.87	0.16	10.27
1.88	0.17	10.28
1.89	0.17	10.31
1.90	0.17	10.34
1.91	0.17	10.38
1.92	0.17	10.38
1.93	0.17	10.40
1.94	0.17	10.41
1.95	0.17	10.41
1.96	0.17	10.41
1.97	0.17	10.40
1.98	0.17	10.39
1.99	0.17	10.35
2.00	0.18	10.35
2.01	0.18	10.37
2.02	0.18	10.37
2.03	0.18	10.41
2.04	0.18	10.47
2.05	0.18	10.51
2.06	0.18	10.49
2.07	0.18	10.47
2.08	0.18	10.48
2.09	0.18	10.47
2.10	0.18	10.47
2.11	0.18	10.48
2.12	0.19	10.49
2.13	0.19	10.50
2.14	0.19	10.55
2.15	0.19	10.56
2.16	0.19	10.57
2.17	0.19	10.67
2.18	0.19	10.79
2.19	0.19	10.91
2.20	0.19	11.04
2.21	0.19	11.18
2.22	0.19	11.28
2.23	0.19	11.29
2.24	0.20	11.29
2.25	0.20	11.28
2.26	0.20	11.26
2.27	0.20	11.26
2.28	0.20	11.25
2.29	0.20	11.28
2.30	0.20	11.29
2.31	0.20	11.29
2.32	0.20	11.29
2.33	0.20	11.27
2.34	0.20	11.25
2.35	0.20	11.25
2.36	0.21	11.25
2.37	0.21	11.25
